2025-12-08T11:31:41Z sdrsInjector[2098923]: PREF early PreferenceGet(log.syslogLevel), using default
2025-12-08T11:31:41Z sdrsInjector[2098923]: PREF early PreferenceGet(sdrsInjector.log.syslogLevel), using default
2025-12-08T11:31:41Z sdrsInjector[2098923]: PREF early PreferenceGet(log.syslogMinLevel), using default
2025-12-08T11:31:41Z sdrsInjector[2098923]: PREF early PreferenceGet(sdrsInjector.log.syslogMinLevel), using default
2025-12-08T11:31:41Z sdrsInjector[2098923]: PREF early PreferenceGet(log.stderrLevel), using default
2025-12-08T11:31:41Z sdrsInjector[2098923]: PREF early PreferenceGet(sdrsInjector.log.stderrLevel), using default
2025-12-08T11:31:41Z sdrsInjector[2098923]: PREF early PreferenceGet(log.stderrMinLevel), using default
2025-12-08T11:31:41Z sdrsInjector[2098923]: PREF early PreferenceGet(sdrsInjector.log.stderrMinLevel), using default
2025-12-08T11:31:41Z sdrsInjector[2098923]: Updated vsi config flags to 0, 0
2025-12-08T11:31:41Z sdrsInjector[2098923]: host Uuid: 3a4fce74-dcaf-bab0-d120-5cf3fce846f8
2025-12-08T19:31:26Z sdrsInjector[2098923]: PREF early PreferenceGet(log.syslogID), using default
2025-12-08T19:31:26Z sdrsInjector[2098923]: PREF early PreferenceGet(sdrsInjector.log.syslogID), using default
2025-12-08T19:31:26Z sdrsInjector[2098923]: PREF early PreferenceGet(log.syslogLevel), using default
2025-12-08T19:31:26Z sdrsInjector[2098923]: PREF early PreferenceGet(sdrsInjector.log.syslogLevel), using default
2025-12-08T19:31:26Z sdrsInjector[2098923]: PREF early PreferenceGet(log.syslogMinLevel), using default
2025-12-08T19:31:26Z sdrsInjector[2098923]: PREF early PreferenceGet(sdrsInjector.log.syslogMinLevel), using default
2025-12-08T19:31:26Z sdrsInjector[2098923]: PREF early PreferenceGet(log.stderrLevel), using default
2025-12-08T19:31:26Z sdrsInjector[2098923]: PREF early PreferenceGet(sdrsInjector.log.stderrLevel), using default
2025-12-08T19:31:26Z sdrsInjector[2098923]: PREF early PreferenceGet(log.stderrMinLevel), using default
2025-12-08T19:31:26Z sdrsInjector[2098923]: PREF early PreferenceGet(sdrsInjector.log.stderrMinLevel), using default
2025-12-08T19:31:26Z sdrsInjector[2098923]: Updated vsi config flags to 0, 0
2025-12-08T19:31:26Z sdrsInjector[2098923]: host Uuid: 3a4fce74-dcaf-bab0-d120-5cf3fce846f8
2025-12-10T13:08:52Z sdrsInjector[2098923]: PREF early PreferenceGet(log.syslogID), using default
2025-12-10T13:08:52Z sdrsInjector[2098923]: PREF early PreferenceGet(sdrsInjector.log.syslogID), using default
2025-12-10T13:08:52Z sdrsInjector[2098923]: PREF early PreferenceGet(log.syslogLevel), using default
2025-12-10T13:08:52Z sdrsInjector[2098923]: PREF early PreferenceGet(sdrsInjector.log.syslogLevel), using default
2025-12-10T13:08:52Z sdrsInjector[2098923]: PREF early PreferenceGet(log.syslogMinLevel), using default
2025-12-10T13:08:52Z sdrsInjector[2098923]: PREF early PreferenceGet(sdrsInjector.log.syslogMinLevel), using default
2025-12-10T13:08:52Z sdrsInjector[2098923]: PREF early PreferenceGet(log.stderrLevel), using default
2025-12-10T13:08:52Z sdrsInjector[2098923]: PREF early PreferenceGet(sdrsInjector.log.stderrLevel), using default
2025-12-10T13:08:52Z sdrsInjector[2098923]: PREF early PreferenceGet(log.stderrMinLevel), using default
2025-12-10T13:08:52Z sdrsInjector[2098923]: PREF early PreferenceGet(sdrsInjector.log.stderrMinLevel), using default
2025-12-10T13:08:52Z sdrsInjector[2098923]: Updated vsi config flags to 0, 0
2025-12-10T13:08:52Z sdrsInjector[2098923]: host Uuid: 3a4fce74-dcaf-bab0-d120-5cf3fce846f8
2025-12-11T06:46:27Z sdrsInjector[2098923]: PREF early PreferenceGet(log.syslogID), using default
2025-12-11T06:46:27Z sdrsInjector[2098923]: PREF early PreferenceGet(sdrsInjector.log.syslogID), using default
2025-12-11T06:46:27Z sdrsInjector[2098923]: PREF early PreferenceGet(log.syslogLevel), using default
2025-12-11T06:46:27Z sdrsInjector[2098923]: PREF early PreferenceGet(sdrsInjector.log.syslogLevel), using default
2025-12-11T06:46:27Z sdrsInjector[2098923]: PREF early PreferenceGet(log.syslogMinLevel), using default
2025-12-11T06:46:27Z sdrsInjector[2098923]: PREF early PreferenceGet(sdrsInjector.log.syslogMinLevel), using default
2025-12-11T06:46:27Z sdrsInjector[2098923]: PREF early PreferenceGet(log.stderrLevel), using default
2025-12-11T06:46:27Z sdrsInjector[2098923]: PREF early PreferenceGet(sdrsInjector.log.stderrLevel), using default
2025-12-11T06:46:27Z sdrsInjector[2098923]: PREF early PreferenceGet(log.stderrMinLevel), using default
2025-12-11T06:46:27Z sdrsInjector[2098923]: PREF early PreferenceGet(sdrsInjector.log.stderrMinLevel), using default
2025-12-11T06:46:27Z sdrsInjector[2098923]: Updated vsi config flags to 0, 0
2025-12-11T06:46:27Z sdrsInjector[2098923]: host Uuid: 3a4fce74-dcaf-bab0-d120-5cf3fce846f8
2025-12-18T19:29:29Z sdrsInjector[2098923]: PREF early PreferenceGet(log.syslogID), using default
2025-12-18T19:29:29Z sdrsInjector[2098923]: PREF early PreferenceGet(sdrsInjector.log.syslogID), using default
2025-12-18T19:29:29Z sdrsInjector[2098923]: PREF early PreferenceGet(log.syslogLevel), using default
2025-12-18T19:29:29Z sdrsInjector[2098923]: PREF early PreferenceGet(sdrsInjector.log.syslogLevel), using default
2025-12-18T19:29:29Z sdrsInjector[2098923]: PREF early PreferenceGet(log.syslogMinLevel), using default
2025-12-18T19:29:29Z sdrsInjector[2098923]: PREF early PreferenceGet(sdrsInjector.log.syslogMinLevel), using default
2025-12-18T19:29:29Z sdrsInjector[2098923]: PREF early PreferenceGet(log.stderrLevel), using default
2025-12-18T19:29:29Z sdrsInjector[2098923]: PREF early PreferenceGet(sdrsInjector.log.stderrLevel), using default
2025-12-18T19:29:29Z sdrsInjector[2098923]: PREF early PreferenceGet(log.stderrMinLevel), using default
2025-12-18T19:29:29Z sdrsInjector[2098923]: PREF early PreferenceGet(sdrsInjector.log.stderrMinLevel), using default
2025-12-18T19:29:29Z sdrsInjector[2098923]: Updated vsi config flags to 0, 0
2025-12-18T19:29:29Z sdrsInjector[2098923]: host Uuid: 3a4fce74-dcaf-bab0-d120-5cf3fce846f8
2025-12-18T19:56:11Z sdrsInjector[2098923]: PREF early PreferenceGet(log.syslogID), using default
2025-12-18T19:56:11Z sdrsInjector[2098923]: PREF early PreferenceGet(sdrsInjector.log.syslogID), using default
2025-12-18T19:56:11Z sdrsInjector[2098923]: PREF early PreferenceGet(log.syslogLevel), using default
2025-12-18T19:56:11Z sdrsInjector[2098923]: PREF early PreferenceGet(sdrsInjector.log.syslogLevel), using default
2025-12-18T19:56:11Z sdrsInjector[2098923]: PREF early PreferenceGet(log.syslogMinLevel), using default
2025-12-18T19:56:11Z sdrsInjector[2098923]: PREF early PreferenceGet(sdrsInjector.log.syslogMinLevel), using default
2025-12-18T19:56:11Z sdrsInjector[2098923]: PREF early PreferenceGet(log.stderrLevel), using default
2025-12-18T19:56:11Z sdrsInjector[2098923]: PREF early PreferenceGet(sdrsInjector.log.stderrLevel), using default
2025-12-18T19:56:11Z sdrsInjector[2098923]: PREF early PreferenceGet(log.stderrMinLevel), using default
2025-12-18T19:56:11Z sdrsInjector[2098923]: PREF early PreferenceGet(sdrsInjector.log.stderrMinLevel), using default
2025-12-18T19:56:11Z sdrsInjector[2098923]: Updated vsi config flags to 0, 0
2025-12-18T19:56:11Z sdrsInjector[2098923]: host Uuid: 3a4fce74-dcaf-bab0-d120-5cf3fce846f8
2025-12-27T00:20:56Z sdrsInjector[2098937]: PREF early PreferenceGet(log.syslogID), using default
2025-12-27T00:20:56Z sdrsInjector[2098937]: PREF early PreferenceGet(sdrsInjector.log.syslogID), using default
2025-12-27T00:20:56Z sdrsInjector[2098937]: PREF early PreferenceGet(log.syslogLevel), using default
2025-12-27T00:20:56Z sdrsInjector[2098937]: PREF early PreferenceGet(sdrsInjector.log.syslogLevel), using default
2025-12-27T00:20:56Z sdrsInjector[2098937]: PREF early PreferenceGet(log.syslogMinLevel), using default
2025-12-27T00:20:56Z sdrsInjector[2098937]: PREF early PreferenceGet(sdrsInjector.log.syslogMinLevel), using default
2025-12-27T00:20:56Z sdrsInjector[2098937]: PREF early PreferenceGet(log.stderrLevel), using default
2025-12-27T00:20:56Z sdrsInjector[2098937]: PREF early PreferenceGet(sdrsInjector.log.stderrLevel), using default
2025-12-27T00:20:56Z sdrsInjector[2098937]: PREF early PreferenceGet(log.stderrMinLevel), using default
2025-12-27T00:20:56Z sdrsInjector[2098937]: PREF early PreferenceGet(sdrsInjector.log.stderrMinLevel), using default
2025-12-27T00:20:56Z sdrsInjector[2098937]: Updated vsi config flags to 0, 0
2025-12-27T00:20:56Z sdrsInjector[2098937]: host Uuid: 3a4fce74-dcaf-bab0-d120-5cf3fce846f8
2025-12-27T00:44:44Z sdrsInjector[2098937]: PREF early PreferenceGet(log.syslogID), using default
2025-12-27T00:44:44Z sdrsInjector[2098937]: PREF early PreferenceGet(sdrsInjector.log.syslogID), using default
2025-12-27T00:44:44Z sdrsInjector[2098937]: PREF early PreferenceGet(log.syslogLevel), using default
2025-12-27T00:44:44Z sdrsInjector[2098937]: PREF early PreferenceGet(sdrsInjector.log.syslogLevel), using default
2025-12-27T00:44:44Z sdrsInjector[2098937]: PREF early PreferenceGet(log.syslogMinLevel), using default
2025-12-27T00:44:44Z sdrsInjector[2098937]: PREF early PreferenceGet(sdrsInjector.log.syslogMinLevel), using default
2025-12-27T00:44:44Z sdrsInjector[2098937]: PREF early PreferenceGet(log.stderrLevel), using default
2025-12-27T00:44:44Z sdrsInjector[2098937]: PREF early PreferenceGet(sdrsInjector.log.stderrLevel), using default
2025-12-27T00:44:44Z sdrsInjector[2098937]: PREF early PreferenceGet(log.stderrMinLevel), using default
2025-12-27T00:44:44Z sdrsInjector[2098937]: PREF early PreferenceGet(sdrsInjector.log.stderrMinLevel), using default
2025-12-27T00:44:44Z sdrsInjector[2098937]: Updated vsi config flags to 0, 0
2025-12-27T00:44:44Z sdrsInjector[2098937]: host Uuid: 3a4fce74-dcaf-bab0-d120-5cf3fce846f8
2026-01-10T07:55:55Z sdrsInjector[2098937]: PREF early PreferenceGet(log.syslogID), using default
2026-01-10T07:55:55Z sdrsInjector[2098937]: PREF early PreferenceGet(sdrsInjector.log.syslogID), using default
2026-01-10T07:55:55Z sdrsInjector[2098937]: PREF early PreferenceGet(log.syslogLevel), using default
2026-01-10T07:55:55Z sdrsInjector[2098937]: PREF early PreferenceGet(sdrsInjector.log.syslogLevel), using default
2026-01-10T07:55:55Z sdrsInjector[2098937]: PREF early PreferenceGet(log.syslogMinLevel), using default
2026-01-10T07:55:55Z sdrsInjector[2098937]: PREF early PreferenceGet(sdrsInjector.log.syslogMinLevel), using default
2026-01-10T07:55:55Z sdrsInjector[2098937]: PREF early PreferenceGet(log.stderrLevel), using default
2026-01-10T07:55:55Z sdrsInjector[2098937]: PREF early PreferenceGet(sdrsInjector.log.stderrLevel), using default
2026-01-10T07:55:55Z sdrsInjector[2098937]: PREF early PreferenceGet(log.stderrMinLevel), using default
2026-01-10T07:55:55Z sdrsInjector[2098937]: PREF early PreferenceGet(sdrsInjector.log.stderrMinLevel), using default
2026-01-10T07:55:55Z sdrsInjector[2098937]: Updated vsi config flags to 0, 0
2026-01-10T07:55:55Z sdrsInjector[2098937]: host Uuid: 3a4fce74-dcaf-bab0-d120-5cf3fce846f8
